,Puan,Yorum
217,1.0,Şahane bir kitap. Aynıgünde kargoya verildi
218,1.0,1
219,1.0,çok güzel masal kitapları tavsiye edrim
220,1.0,Fiyatına göre gayet uygun
221,1.0,Ürün pile tam oturuyor kablosu gayet uzun ama kablonun içindeki metal çok ince
222,0.0,fiyatı oldukça cazip geliyor ama dış malzemesi 
223,1.0,basımını bulamadığım bu kitabı hepsiburadadan temin edebildim. kargo hızlı ve kitap da harika
224,0.0,100 adet falan gelmedi
225,1.0,Gerçekten okunması gereken bir tarih kitabı. Bir tarih kitabı olarakta ağır dil kullanılmamış
226,1.0,Her şey guzel. Tesekkurler
227,1.0,Bu teli kullanmaya başladıktan sonra diğer tellere bakmadım hiç. Kullanması rahat çalarken yumuşak gelen bend yapması rahat teller
228,1.0,ürün 1 2 3 set şeklinde satılmakta. üçününde içerikleri aynı baskıkalite şekil . üçünüde aldımgüzel kitaplar. şeffaf ısıtılmış torbaya 10 ar paketli şekilde makul bir sürede elime ulaştı. dışı simli 
229,1.0,Ben de kızıma aldım çok güzel bir urun çok beğendik özenle paketlenmiş halde 24 saate elimize ulaştı teşekkürler akademi müzik teşekkürlerhepsiburada...
230,1.0,bu kitabı okudum çok süper bir kitap harry potter sevenlerin kaçırmamasını tavsiye ederim kitap çok güzeldi kitabı 3 günde okudum okumak istesem bir gündede okurdum ama dersler muhakkat alan arkadaşlar soluksuz 1 gün içinde okur
231,1.0,Hızlı bir şekilde elime ulaştı. Teşekkürler. 
232,1.0,Olasılıksız yaşayacağımız durumun yüzde kaç olma ihtmalini anlatmaya çalışmış ve bunu güzel bir konuyla perçinlemiş bir kitap.David cane...gelecekte gözü var sanki adeta görüyor yaşıyor.Olucakları olmadan önce görüyor ve bu onu çok ama çok şanslı kılıyor
233,1.0,Güzel set
234,1.0,Güzel bir kitap begendim
235,1.0,bayıldım çok sevdim hikayeyi
236,1.0,Teşekkürler. Elinize emeğinize sağlık.
237,0.0,Neden ucuz belli.plastikleri dökülüyor
238,1.0,Bu fiyata en uygun kitap alınabilecek site
239,1.0,kitap geldi 1.5 gün sonra güzel beklediğimden hızlı geldi amaa defo var kitabın alt kısmında
240,1.0,Bugün teslim aldım ürünüm 2 günde hemen geldi kullanımı çok kolay ve keyifli.Kamerası beklediğimden daha canlı ve net bu fiyata alabileceğiniz en güzel dron kesinlikle herkese tavaiye ediyorum. :
241,1.0,Fiyatına göre ürün güzel 5 yaşındaki oğlum severek yaptı PTT kargo ile gönderildi ve teslimat gününden önce oldu teşekkürler
242,1.0,cok guzel
243,1.0,Çok güzel bir kitap kesinlikle tavsiye ederim.
244,0.0,Başlarda sizi etkisi altına alacağınızı düşünüyorsunuz ama sonrasında kendi içinde tekrar eden bir kitap olduğunu görüyorsunuz.
245,1.0,gitar kursuna yeni başladım. ne almalıyım diye bakınırken Hepsiburada da bu ürünü gördüm. fiyatı ve hediyeleri ile birlikte çok iyi fiyat. siyah olmasıda benim için ayrı güzel.
246,1.0,Gece sipariş verdim öğlen geldi . Hızlı gönderim için teşekkürler .kitabımızı çok sevdik . Fiyatına göre güzel ürün. Oğluma okuduğum da zevkle dinledi . Resimlerinin büyük oluşu ilgisini bayağı çekti . 
247,1.0,Çok faydalı bir kitap seti 
248,1.0,Kırmızı Kedi Kitabevi'ndan aldığım kitap hem suya karşı ayrı bir ince poşete sarılı ve hem de darbeye karşı patpat poşete sarılı geldi. paketleme özenle hazırlanmış. kendilerine buradan teşekkür ediyorum.
249,1.0,1. Sınıfa giden kızımın çok ilgisini çekti. Aldığım ilk gün hepsini okuyup bitirdi. Emeği geçenlere teşekkürler.
250,1.0,Kartlar kaliteli
251,0.0,Kavim
252,1.0,Iclal Aydın 3 Kız Kardeş'i tavsiye ediyorum. Duygusal ve sürükleyici bir roman. Özellikle kız kardeşiniz ya da kızınız varsa kendinizden de biseyler bulabilirsiniz.
253,1.0,Gerçekten bazı zamanlarda içimizden birden bir ürünü hiçte ihtiyacımız olmadan almak isteriz o psikolojiyi anlatıyor. Tuzaklara düşmemek için okumak gerek
254,1.0,Harika bir ürün gercekten hic dusunmeden almanizi tavsiye ederim cok guzel harikkaaa seside kendisi gibi kaliteli
255,1.0,okumaya 4. kitabın çıkmasıyla başladığım seriyi çok yakından takip ediyorum bu kitabı ingilizcesini 2 kere okumama rağmen hemen aldım ve gelmesini bekliyorum 
256,1.0,Tablo kaliteli ama oyun parçaları daha iyi olabilirdi. Oyun boyutu biraz ufak kalmış. Çocuklar için uygun.
257,1.0,Hızlı gönderi
258,1.0,Bu fiyata alınabilecek en iyi tel.kullanım süresi oldukça iyi
259,1.0,Dan Brown .. Çok aşırı sanat tarihi dersi tarzında detaylar .. Onlar olmasa kitap güzel ama bir Kayıp Sembol değil.
260,1.0,Siparişimizin ardından sonraki gün elimize ulaştı. Çok güzel paketlenmiş
261,1.0,Bir solukta okunan ve sonunda da okuyucunun ağzını bir karış açık bırakan Agatha Cristie'nin zirve kitabı.
262,1.0,Zamaninda ve iyi bir ambalajlama ile sorunsuz teslim aldim. Teşekkürler 
263,1.0,beni en çok etkileyen harika romanlardan biri. 2 sene önce okumuştum. şiddetle tavsiye ediyorum.
264,1.0,kitabı arkadaşım tavsiye etmişti. bende tavsiyesi üzerine sipariş verdim.çok kitap okuyan birisi sayılmam ama 2 günde bitirdiğime bende inanamadım : ahmet batmanın kitabını ilk defa okudum ve çok memnun kaldım akıcı ve sürükleyici bir kitap olmuş. sanki ben anlatmışım o yazmş gibi her sayfasında her satırında hayatımdan bir parça buldum. hepsiburada.com ailesinede tşk ederim..
265,1.0,1 günde geldi kargo çok hızlı
266,1.0,Türkiye'nin yakın geçmişini
267,1.0,hızlı gönderi ve hediye paketi için teşekkürler.
268,1.0,Urun bardakları gayet dayanıklı güzel bir ürün . Bardakları çok büyük beklemeyin. Metropol satıcısından aldım ve memnunum.hemen kargoya verildi .
269,1.0,Çok güzel bir kitap. Kesinlikle tavsiye ederim. Çok memnun kaldık.
270,1.0,kızım için aldım gerçekten fiyatına göre çok kaliteli bir ürün keyifle oynuyoruz. tavsiye ederim.
271,0.0,açıkçası sürükleyici yada anlattıklarıyla sizi bağlayacak bir kitap değil. olaylar ve kişilerin dili ağır yavaş hissiz. kitap okumayı çok severim ama anlatılmak istenen vurgu o kadar süründürüyor ki. açıkçası böyle bir konuyu roman olarak bu şekilde okumaktansa
272,1.0,yazarın kürt mantolu madonna kitabı daha popülerdir ama kanımca bu romanı daha iyi.
273,1.0,Kitabın ciddi anlamda son kısımlarında okuyucuya vurgun misali büyük bir şaşkınlık icinde bitirmesini sağlıyor. Çok akıcı zevkle okunan müthiş bir zeka ürünü.
274,1.0,Bu fiyata bu kalite 
275,1.0,Annemin Çantası kitabında çanta içindeki kitap : ordan görüp aldık. İkisi birlikte okununca daha da güzel oldu. Çizimler ve hikaye güzel. 
276,1.0,Kızımın gitar kursu öğretmeninin kaliteli ve uygun fiyat tavsiyesine göre buraya yönlendirmesiyle aldık. Memnunuz
277,1.0,Sürükleyici
278,1.0,Anlamlı..
279,1.0,Takımı kullanalı 2 ay oldu malzemesi oldukça kaliteli
280,1.0,Puzzle yapanlar için çok faydalı. Yapma aşamasında toplamanız veya kaldırmanız gerekirse sıkı sıkı sarıp kaldırıyorsunuz. Sonra dikkatlice açıp kaldığınız yerden devam ediyorsunuz. Çok kullanışlı ve gerekli.
281,1.0,Kağıt resim kalitesi mükemmel
282,1.0,Türkiye Cumhuriyetinin ne kadar büyük fedakarlıklarla kurulduğunu birkez daha hatırlamanız ve bugün yaşadığımız günlerin değerini bilmemiz için mutlaka okumalısınız. Bir hediye arıyorsanız bundan daha anlamlısını bulamazsınız. Kendime aldıktan sonra arkadaşlarıma doğum günü hediyesi olarak almaya karar verdim.
283,1.0,Aynı gün kargo elime ulaştı.. çizimler
284,1.0,bu kitabı soluksuz okuyacağınıza emin olailirsiniz. hele biraz hristiyanlıkla ilgili bilginiz varsa daha da ilginizi çekecektir. bir kitap kurdu olarak en iyilerim arasında üst sıralarda..herkese tavsiye ederim
285,1.0,Sorun yok
286,1.0,Kızım oyunu çok sevdi.Yalnız başınayken yada arkadaşıyla oynayabiliyor.Bazı kartlar gerçekten zorluyor.Çözdüğü zaman çok mutlu oluyor.
287,1.0,Kesinlikle tavsiye ederim ama devamını okuyun. Ürün 5 yıldız
288,1.0,İyi paketlenmiş halde bir gün içinde geldi ürün. 4 yaşındaki oğlum çok sevdi.
289,1.0,Taşları gayet güzel altlık çok ince fiyatına göre güzel alınabilir
290,1.0,Kitaplar sorunsuz elime ulaştı. paketleme ve kargolama gayet güzeldi. Sosyoloji konularıyla ilgilenen herkesin bu eserleri okuması gerek. Teşekkürler.
291,1.0,tam istediğim gibi teşekkürler
292,0.0,foksiyonel ancak kalite düşük
293,1.0,harika bir kitap sevdim &#128522
294,1.0,Kitap kısa sürede elime ulaştı
295,1.0,Ürün bir günde elime geçti. Başarılı teslimat için teşekkürler. Kitaba gelince
296,1.0,konular çok iyi
297,1.0,Her ders mevcut ortak olanların soru bankası yazılmış yanlış soru bankası değil her dersi özet şeklinde anlatılmış.Kargo ise 15 günde anca geldi galiba bunun için hepsiburadaya teşekkür etmeli miyim bilmiyorum.
298,1.0,GUZEL BIR KITAP
299,1.0,Ürünün satınalmadan önce ve satınalma sonrasında Yusuf bey in ilgisine çok teşekkür ederim. Ürün için söylenecek çok bir şey yok. Yeni başlayanlar için gayet yeterli bir ürün.
300,1.0,helal
301,1.0,Kitabı elime aldığımda hemen okuyup bitirmek istedim
302,1.0,Herkesin okuması gereken bir kitap diye düşünüyorum.Biraz okumakta geç kaldım ama yöneticiler ile yönetilenler arasındaki uzaklaşmanın zamanla nelere yol açabileceğini gösteren güzel bir örnek.
303,1.0,güzel ve sürükleyici bir kitap.. okumanızı tavsiye ederim.. 
304,1.0,Gitar ın öncelikle rengi çok hoşuma gitti. Öğretmenim önce kızmıştı internetten gitar alınırmı diye. Gitarımı görünce her yerine baktı ve onunda çok hoşuna giiti. Gitar 2 günde elime ulaştı.hepsiburada.com a teşekkürler
305,1.0,Kokusu ve kitap ayracı çok güzel.
306,1.0,Hizli kargo hızlı gönderim kaliteli ürün ucuz fiyat adamsiniz ulan
307,1.0,Henüz 100 lü sayfalardayım
308,1.0,Her sayfası 10 dakikalık belgesel izleme gücünde bir kitap. Nöroloji ile ilgili doyurucu bilgileri hiç sıkmadan basit bir anlatımla veriyor. Kitabın Türkçeye çevirisi çok başarılı.Cümleler akıcıve orijinalinden bir kayıp yaşatmadan çevrilmiş.
309,1.0,Kitabımız tam zamanında geldi paketleme gayet iyiydi. İlgililere teşekkürler
310,1.0,kaliteli baskı 
311,1.0,Hasarsız ve hızlı bir şekilde elime geçti. Teşekkürler. 
312,1.0,BİR SOLUKTA OKUDUM BAYILLLLLDIMMMMMMMMMMMMMM
313,1.0,Kargo hızlı. Tuş ağırlığı çok iyi bu kadar beklemiyordum. Kesinlikle tavsiye ederim
314,1.0,Ürün gayet güzel. hızlı bir şekilde elime ulaştı
315,1.0,Yıllar önce filmini izlemiştim. Çok ilginç gelmişti. Hatta kim 500 milyar ister yarışma programında bir soruda filmin türünü sormuşlardı cevabı bilim kurgu diye çıkınca çok şaşırmıştım. Bilim kurgu diyince aklıma robotlar
316,1.0,Anlatmaya gerek yok mükemmel 
317,1.0,Şahsi fikrim
318,1.0,Evet ürün eline çok geç ulaştı İstanbul’dan 3 gün boyunca çıkamadı aynı yerlere 2 defa gitti geldi kargo kötü. Ürüne gelirsek resimde göründüğünden daha küçük aslında Böylesi daha doğru Demir olduğu için ağır daha büyük olsaydı dönmesi zor olabilirdi ben altın rengini aldım renk güzel dengesi çok güzel parmağınızın üstünde döndürürken zorlanmıyorsunuz küçük çocuklara tavsiye etmiyorum durdururken parmaklarına zarar verir. Küçük olduğundan dolayı her yere taşınılabilir bu yüzden kullanışlı kargolara hariç herşey güzeldi.
319,1.0, Merhaba ürünü kısa süre içerinde teslim aldım. Kitap gereçekten çok güzel
320,1.0,Tüm serileri çok güzel. 3 seriyı de aldık
321,1.0,o kadar meşur olmasına rağmen henüz okumadım.bir arkadaşıma doktor tavsiye etmiş.piyasada bulamayınca e alışveriş sitelerine bakmamı istedi ve kendisine sipariş ettim.şu anda okuyor.
322,1.0,Bir gün sonra elime geçti teşekkürler...
323,0.0,Hediye paketi için seçenek sunup hediye paketini kutunun içine dahi koyulmamışKutu hasarlı geldi Kitapta kırışık yerler vardı
324,1.0,Ürün göründüğü gibi ve kullanımı fark ediyor. Satıcı fatura göndermedi dikkat edilmesi gerekli...
325,1.0,Ürünü bir yakınıma aldım öncelikle şunu belirteyim bayağı büyük bir ürün. Deneme fırsatım olmadı ancak çok güzel bir kutusu var. Ayrıca askıları mevcut puzzle yapanlar için birebir
326,0.0,Hiçbir edebi değeri olmayan ticari amaçlı kağıt topluluğu kitap demeye dilim varmadı 
327,1.0,Son zamanlarda okuduğum en sürükleyici kitap. Elinize alınca bırakamıyorsunuz. Bastan sona tempo ve gerilim hiç düşmüyor. Değişik bir konu seçilmiş. Bilimkurgu
328,1.0,Yeni okuyorum daha ama güzel gidiyor
329,1.0,FİYAT PERFORMANS AÇISINDAN GAYET İYİ ÇOK SAĞLAM BİR ÜRÜN
330,1.0,Soru sayısı ve kalitesi iyi tavsiye ederim 
331,1.0,Ürün çabukgeldi. Fiyat da iyiydi.Memnun kaldım
332,1.0,Sabah 8 gibi sipariş verdim aynı gün yola çıktı ertesi gün teslim edildi
333,1.0,13 subatta siparis verildi 15 şubatta tam zamanında kusursuz şekild e ulaştırıldı teşekkür ederim
334,1.0,Bence eğlenceli bir oyuncak..
335,1.0,harika bir bilim-kurgu. Özellikle matematikçi ve fizikçiler bir solukta okuyacaklar. Olayların birbiri ile bağlantısı sanki bir bulmacanın parçalarını yerleştirmek gibi.
336,1.0,Aldığım ilk drone. bayağı ni kararız kaldım alırken ama ürün gelince iyiki almışım dedim. gerçekten bu fiyata bu özelliklerde en iyisi.Ayrıca satıcı güvenlir ve çok hızlı teşekküler hubsan..
337,1.0,Siparişim ertesi gün elimdeydi... süper hızlı kargo. Tesekkürler
338,1.0,kaliteli gzüel ve gerçekten hesaplı kızlarım ço beğendi ve mutlu oldular
339,1.0,Fiyatı böyleyken ve hala satıştayken bir an önce alınması gereken plaklardan.
340,1.0,Kartların büyüklüğü ve bardaklar gayet güzel. Zil biraz daha kaliteli olabilirdi. Onun dışında çok güzel bir ürün tavsiye ederim
341,0.0,Kitabı henulüz okumadım iyi bir kitap olduğundan şüphem yok ancak kitabımın arka kısmı ezilmiş bir şekilde bana teslim edildi.
342,1.0,Ürün gerçekten çok güzel ve kaliteli. Hiç düşünmeden alabilirsiniz.
343,0.0,çok basit bi ürünhiç ses yok sesi çok az tuşları uyduruk bi şeyama kargo ve paketleme güzel
344,1.0,Ürünü aldım ve çalışan biri olarak sadece 4 gecede bitirdim.çok güzel oldu. Çerçeve yaptırınca çok daha güzel oldu.Benim 21.puzzle çalışman artık çok kolay geliyor.Puzzle yapmaktan sıkılmayanlara tavsiye ederim
345,1.0,Ürün sorunsuz geldi. Kargo hızlıydı teşekkürler
346,1.0,gerçekten çok iyi bir ürün tavsiye ederim.
347,1.0,matematik alt yapınız varsa ve uzun zamandır ales konularını çalışmadıysanız
348,1.0,ürün kaliteli hissiyatı veriyor telefona da direk bağladım paketlemesi de güzeldi yani başarılı
349,0.0,yorumlara bakarak aldım ama beni tatmin etmedi yazarın dilinden mi çeviriden mi kaynaklı bilmiyorum ama dili sürükleyici değil tavsiye etmiyorum
350,1.0,çocugumun ilgisini bayagı çekti yaparken çok mutlu oldu
351,1.0,henüz ses çıkaramıyoruz
352,1.0,Kitap elime yeni ulaştı.Henüz okumadım ama kitabı gönderen satıcı kargoya özen göstermiş.Ayrıca kitabın yanında hediye olarak kalem ve çeşitli ayraçlar göndermeleri hoş bir jest olmuş.
353,1.0,Kesinlikle tavsiye ederim dji telloalacaktım ama sonra yorumlara bakarak aden e58 aldım çok memnun kaldım beklentimi çok aştı.satıcıya paketleme ve hızlı kargo için teşekkürler ederim
354,1.0,kitapin içerisi korku filmi gibi.bilmediğimiz nekadar şev varsa hepsi burada ayrintilariyla yazilmiş.çoçuğu olanlar mutlaka okusun ve çoçuklarini korusunlar.kargo hızlı ve sorunsuzdu teşekkurler.en uygun kitap fiyatlarida hep buradadir
355,1.0,hepsiburad hızı ve Dan Brown' un romanı muhteşem
356,1.0,9 yaşındaki kızım severek okudu. Güzel
357,1.0,görünüşünü beğendiğim için almıştım
358,1.0,iskender palanın bütün kitapları iyidir candır Yunus emre de işin içinde olunca tadından yenmez 
359,1.0,Urun güzel kargo hızlıydı. Tavsiye ediyorum
360,1.0,harika harika harika bir kitap
361,1.0,Gerçek
362,1.0,çok güzel bir kitap ve çok uygun fiyat teşekkürler hepsiburada
363,1.0,okunması gereken başlıca kitaplardan....
364,1.0,ürün mükemmel...firmanın ilgiside harika anında kargoya verilmesi beni hayrete düşürdü teşekkürler.
365,1.0,Kitap piyasaki en iddialı fiyatı ile buradan alınır : Orijinal ve hatasız baskı. Teşekkürler
366,1.0,Elime kısa süre içerisinde ulaştı.Gayet güzel hiçbir problem yok. Yanınnda hediye okuma kitabı yolladılar.Çok teşekkür ederim.
367,0.0,Ürün fiyatı piyasaya göre çok iyidiye sipariş ettim 10kitap yerine 9kitap çıktı?? 
368,1.0,kitabın ne kadar sürükleyici olduğu yazarın mükemmel hayal gücü anlatmakla bitmeyeceği için hissettiğim birşeyi paylaşmak istiyorum.o en üzücü yıkıcı an gerçekleştiğinde ben şaşkınlıktan olaya üzülemedim bile ağlamadım dona kaldım 10 kez tekrar okudum o kısmı bir ipucu aradım olamazdı kitaplar bitti ama hala onun öldüğüne inanamıyorum...sonradan anladım sevdiğim bir yakınım ölmüş gibi geliyor...herkese böyle oldumu merak ediyorum?hayranlık duyduğum bu yazara o an ne diyeceğimi şaşırmıştım...şimdi ise hep gülümseyerek anılacak harika bir seri bitrdiğimi anlıyorummükemmelden öteydi.
369,1.0,Tuvaletle tanışma döneminde görselleri ile piyasada bulunan çoğu kitaptan çok daha iyi ve sürece çok katkısı olan bir kitap
370,1.0,İçerisinden çıkan kod ile videolu ders anlatımlarına ulaşabiliyorsunuz. Kitap tuğla gibi tek parça değil
371,1.0,Bir livaneli klasigi mutlaka okunmalı hayatı belkide hkayeleri b&#238
372,1.0,Kaliteli kullanışlı
373,1.0,Bu kitabı okumaktan çok
374,1.0,Kitap çok güzel sayfanın altlarında özetler var çok iyi
375,0.0,Kaliteli değil
376,1.0,Yeni başlayanlar için hem fiyat hem de kalite açısından avantajlı bir ürün . Tek korktuğum nokta acaba bataryalar şarj yerinden zamanla çatlarmı ? Biraz açık duruyor !!! Ama geri kalanları harika
377,1.0,Kitap gerçekten çok güzeldi.Önceden yarım bıraktığım bu kitabı bir çırpıda bitirdim.Küçük bir çocuğun inanılmaz hayal dünyasına okurken siz de giriyorsunuz.Çektiği acılar sizin de yüreğinizi acıtıyor.Okumayanlara şiddetle tavsiye ediyorum.
